"","Gene.ID","Gene.Name","SubType","Main.Biotype"
"36676","ENSMUSG00000111824","Gm47102","processed_pseudogene","Pseudogenes"
"36677","ENSMUSG00000032565","Nudt16","protein_coding","Protein Coding Genes"
"36678","ENSMUSG00000032566","1700080E11Rik","protein_coding","Protein Coding Genes"
"36679","ENSMUSG00000035032","Nek11","protein_coding","Protein Coding Genes"
"36680","ENSMUSG00000103118","Gm37582","TEC","To be Experimentally Confirmed"
"36681","ENSMUSG00000093590","Gm20643","antisense","Processed transcripts"
"36682","ENSMUSG00000085430","Gm15619","antisense","Processed transcripts"
"36683","ENSMUSG00000032567","Aste1","protein_coding","Protein Coding Genes"
"36684","ENSMUSG00000032570","Atp2c1","protein_coding","Protein Coding Genes"
"36685","ENSMUSG00000099373","Gm19667","antisense","Processed transcripts"
"36686","ENSMUSG00000101464","Gm7436","processed_pseudogene","Pseudogenes"
"36687","ENSMUSG00000101597","Gm5621","processed_pseudogene","Pseudogenes"
"36688","ENSMUSG00000032571","Pik3r4","protein_coding","Protein Coding Genes"
"36689","ENSMUSG00000084659","Gm22720","snRNA","Processed transcripts"
"36690","ENSMUSG00000043719","Col6a6","protein_coding","Protein Coding Genes"
"36691","ENSMUSG00000102877","Gm38314","TEC","To be Experimentally Confirmed"
"36692","ENSMUSG00000091345","Col6a5","protein_coding","Protein Coding Genes"
"36693","ENSMUSG00000032572","Col6a4","protein_coding","Protein Coding Genes"
"36694","ENSMUSG00000084714","Gm24631","snRNA","Processed transcripts"
"36695","ENSMUSG00000111796","Gm47575","antisense","Processed transcripts"
"36696","ENSMUSG00000103434","Gm36993","TEC","To be Experimentally Confirmed"
"36697","ENSMUSG00000099717","Gm9451","processed_pseudogene","Pseudogenes"
"36698","ENSMUSG00000100795","Gm29208","lincRNA","Processed transcripts"
"36699","ENSMUSG00000086296","D030055H07Rik","antisense","Processed transcripts"
"36700","ENSMUSG00000020258","Glyctk","protein_coding","Protein Coding Genes"
"36701","ENSMUSG00000065407","Mir135a-1","miRNA","Processed transcripts"
"36702","ENSMUSG00000020257","Wdr82","protein_coding","Protein Coding Genes"
"36703","ENSMUSG00000065440","Mirlet7g","miRNA","Processed transcripts"
"36704","ENSMUSG00000020253","Ppm1m","protein_coding","Protein Coding Genes"
"36705","ENSMUSG00000023277","Twf2","protein_coding","Protein Coding Genes"
"36706","ENSMUSG00000045322","Tlr9","protein_coding","Protein Coding Genes"
"36707","ENSMUSG00000032786","Alas1","protein_coding","Protein Coding Genes"
"36708","ENSMUSG00000097592","4930500F10Rik","antisense","Processed transcripts"
"36709","ENSMUSG00000023345","Poc1a","protein_coding","Protein Coding Genes"
"36710","ENSMUSG00000099879","Gm29123","antisense","Processed transcripts"
"36711","ENSMUSG00000053716","Dusp7","protein_coding","Protein Coding Genes"
"36712","ENSMUSG00000048758","Rpl29","protein_coding","Protein Coding Genes"
"36713","ENSMUSG00000023262","Acy1","protein_coding","Protein Coding Genes"
"36714","ENSMUSG00000042210","Abhd14a","protein_coding","Protein Coding Genes"
"36715","ENSMUSG00000042073","Abhd14b","protein_coding","Protein Coding Genes"
"36716","ENSMUSG00000100039","Gm28959","antisense","Processed transcripts"
"36717","ENSMUSG00000023495","Pcbp4","protein_coding","Protein Coding Genes"
"36718","ENSMUSG00000091735","Gpr62","protein_coding","Protein Coding Genes"
"36719","ENSMUSG00000023249","Parp3","protein_coding","Protein Coding Genes"
"36720","ENSMUSG00000041506","Rrp9","protein_coding","Protein Coding Genes"
"36721","ENSMUSG00000066383","Iqcf1","protein_coding","Protein Coding Genes"
"36722","ENSMUSG00000023577","Iqcf3","protein_coding","Protein Coding Genes"
"36723","ENSMUSG00000066382","Iqcf5","protein_coding","Protein Coding Genes"
"36724","ENSMUSG00000041009","Iqcf4","protein_coding","Protein Coding Genes"
"36725","ENSMUSG00000091129","Iqcf6","protein_coding","Protein Coding Genes"
"36726","ENSMUSG00000088317","Gm26185","misc_RNA","Processed transcripts"
"36727","ENSMUSG00000101411","Gm28111","antisense","Processed transcripts"
"36728","ENSMUSG00000023192","Grm2","protein_coding","Protein Coding Genes"
"36729","ENSMUSG00000040813","Tex264","protein_coding","Protein Coding Genes"
"36730","ENSMUSG00000040661","Rad54l2","protein_coding","Protein Coding Genes"
"36731","ENSMUSG00000088812","Gm22384","snRNA","Processed transcripts"
"36732","ENSMUSG00000040325","Dcaf1","protein_coding","Protein Coding Genes"
"36733","ENSMUSG00000032575","Manf","protein_coding","Protein Coding Genes"
"36734","ENSMUSG00000103835","Gm37612","sense_intronic","Processed transcripts"
"36735","ENSMUSG00000074102","Rbm15b","protein_coding","Protein Coding Genes"
"36736","ENSMUSG00000090207","4930524O07Rik","antisense","Processed transcripts"
"36737","ENSMUSG00000039716","Dock3","protein_coding","Protein Coding Genes"
"36738","ENSMUSG00000075469","Gm17205","processed_pseudogene","Pseudogenes"
"36739","ENSMUSG00000064517","Gm22454","snRNA","Processed transcripts"
"36740","ENSMUSG00000091669","Gm17117","processed_pseudogene","Pseudogenes"
"36741","ENSMUSG00000077494","Gm23595","snoRNA","Processed transcripts"
"36742","ENSMUSG00000092125","AA543401","processed_pseudogene","Pseudogenes"
"36743","ENSMUSG00000092963","Gm22238","miRNA","Processed transcripts"
"36744","ENSMUSG00000104086","1700039M15Rik","lincRNA","Processed transcripts"
"36745","ENSMUSG00000032577","Mapkapk3","protein_coding","Protein Coding Genes"
"36746","ENSMUSG00000091366","Gm17040","transcribed_processed_pseudogene","Pseudogenes"
"36747","ENSMUSG00000032578","Cish","protein_coding","Protein Coding Genes"
"36748","ENSMUSG00000090570","Gm17041","antisense","Processed transcripts"
"36749","ENSMUSG00000032579","Hemk1","protein_coding","Protein Coding Genes"
"36750","ENSMUSG00000037977","6430571L13Rik","protein_coding","Protein Coding Genes"
"36751","ENSMUSG00000102144","4930429P21Rik","lincRNA","Processed transcripts"
"36752","ENSMUSG00000010066","Cacna2d2","protein_coding","Protein Coding Genes"
"36753","ENSMUSG00000091816","Gm17141","antisense","Processed transcripts"
"36754","ENSMUSG00000091425","Gm17118","antisense","Processed transcripts"
"36755","ENSMUSG00000010045","Tmem115","protein_coding","Protein Coding Genes"
"36756","ENSMUSG00000037190","Cyb561d2","protein_coding","Protein Coding Genes"
"36757","ENSMUSG00000010057","Nprl2","protein_coding","Protein Coding Genes"
"36758","ENSMUSG00000010044","Zmynd10","protein_coding","Protein Coding Genes"
"36759","ENSMUSG00000102300","Gm34106","antisense","Processed transcripts"
"36760","ENSMUSG00000010067","Rassf1","protein_coding","Protein Coding Genes"
"36761","ENSMUSG00000097099","Gm9917","antisense","Processed transcripts"
"36762","ENSMUSG00000010054","Tusc2","protein_coding","Protein Coding Genes"
"36763","ENSMUSG00000010047","Hyal2","protein_coding","Protein Coding Genes"
"36764","ENSMUSG00000089935","Gm16343","antisense","Processed transcripts"
"36765","ENSMUSG00000010051","Hyal1","protein_coding","Protein Coding Genes"
"36766","ENSMUSG00000079334","Nat6","protein_coding","Protein Coding Genes"
"36767","ENSMUSG00000036091","Hyal3","protein_coding","Protein Coding Genes"
"36768","ENSMUSG00000010048","Ifrd2","protein_coding","Protein Coding Genes"
"36769","ENSMUSG00000103409","Lsmem2","lincRNA","Processed transcripts"
"36770","ENSMUSG00000103164","Gm38150","lincRNA","Processed transcripts"
"36771","ENSMUSG00000057969","Sema3b","protein_coding","Protein Coding Genes"
"36772","ENSMUSG00000032562","Gnai2","protein_coding","Protein Coding Genes"
"36773","ENSMUSG00000102324","Gm19721","TEC","To be Experimentally Confirmed"
"36774","ENSMUSG00000010064","Slc38a3","protein_coding","Protein Coding Genes"
"36775","ENSMUSG00000034837","Gnat1","protein_coding","Protein Coding Genes"
"36776","ENSMUSG00000102375","A930036K24Rik","TEC","To be Experimentally Confirmed"
"36777","ENSMUSG00000034684","Sema3f","protein_coding","Protein Coding Genes"
"36778","ENSMUSG00000032580","Rbm5","protein_coding","Protein Coding Genes"
"36779","ENSMUSG00000102899","Gm37850","antisense","Processed transcripts"
"36780","ENSMUSG00000032582","Rbm6","protein_coding","Protein Coding Genes"
"36781","ENSMUSG00000102670","Gm37436","TEC","To be Experimentally Confirmed"
"36782","ENSMUSG00000032583","Mon1a","protein_coding","Protein Coding Genes"
"36783","ENSMUSG00000089005","Gm23856","snRNA","Processed transcripts"
"36784","ENSMUSG00000032584","Mst1r","protein_coding","Protein Coding Genes"
"36785","ENSMUSG00000066368","Actl11","protein_coding","Protein Coding Genes"
"36786","ENSMUSG00000102377","Gm37974","antisense","Processed transcripts"
"36787","ENSMUSG00000032936","Camkv","protein_coding","Protein Coding Genes"
"36788","ENSMUSG00000032586","Traip","protein_coding","Protein Coding Genes"
"36789","ENSMUSG00000032596","Uba7","protein_coding","Protein Coding Genes"
"36790","ENSMUSG00000079323","Gm20661","protein_coding","Protein Coding Genes"
"36791","ENSMUSG00000042106","Inka1","protein_coding","Protein Coding Genes"
"36792","ENSMUSG00000088955","Gm24944","snoRNA","Processed transcripts"
"36793","ENSMUSG00000093749","4921523L03Rik","antisense","Processed transcripts"
"36794","ENSMUSG00000032595","Cdhr4","protein_coding","Protein Coding Genes"
"36795","ENSMUSG00000093456","Gm20662","protein_coding","Protein Coding Genes"
"36796","ENSMUSG00000093619","4930535L15Rik","antisense","Processed transcripts"
"36797","ENSMUSG00000032594","Ip6k1","protein_coding","Protein Coding Genes"
"36798","ENSMUSG00000102540","Gm38134","antisense","Processed transcripts"
"36799","ENSMUSG00000070284","Gmppb","protein_coding","Protein Coding Genes"
"36800","ENSMUSG00000041528","Rnf123","protein_coding","Protein Coding Genes"
"36801","ENSMUSG00000092218","Gm20529","processed_transcript","Processed transcripts"
"36802","ENSMUSG00000032593","Amigo3","protein_coding","Protein Coding Genes"
"36803","ENSMUSG00000032591","Mst1","protein_coding","Protein Coding Genes"
"36804","ENSMUSG00000098787","Mir7088","miRNA","Processed transcripts"
"36805","ENSMUSG00000032590","Apeh","protein_coding","Protein Coding Genes"
"36806","ENSMUSG00000032589","Bsn","protein_coding","Protein Coding Genes"
"36807","ENSMUSG00000106657","Gm47303","miRNA","Processed transcripts"
"36808","ENSMUSG00000102224","4930447F24Rik","processed_transcript","Processed transcripts"
"36809","ENSMUSG00000103658","Gm37201","processed_pseudogene","Pseudogenes"
"36810","ENSMUSG00000103466","Gm37247","TEC","To be Experimentally Confirmed"
"36811","ENSMUSG00000102538","Gm37230","TEC","To be Experimentally Confirmed"
"36812","ENSMUSG00000039952","Dag1","protein_coding","Protein Coding Genes"
"36813","ENSMUSG00000032606","Nicn1","protein_coding","Protein Coding Genes"
"36814","ENSMUSG00000032607","Amt","protein_coding","Protein Coding Genes"
"36815","ENSMUSG00000039461","Tcta","protein_coding","Protein Coding Genes"
"36816","ENSMUSG00000007815","Rhoa","protein_coding","Protein Coding Genes"
"36817","ENSMUSG00000102554","Gm37568","processed_pseudogene","Pseudogenes"
"36818","ENSMUSG00000104208","Gm37401","antisense","Processed transcripts"
"36819","ENSMUSG00000063856","Gpx1","protein_coding","Protein Coding Genes"
"36820","ENSMUSG00000032612","Usp4","protein_coding","Protein Coding Genes"
"36821","ENSMUSG00000104280","Rps2-ps11","processed_pseudogene","Pseudogenes"
"36822","ENSMUSG00000104399","Gm37963","sense_intronic","Processed transcripts"
"36823","ENSMUSG00000032611","1700102P08Rik","protein_coding","Protein Coding Genes"
"36824","ENSMUSG00000047220","Ccdc36","protein_coding","Protein Coding Genes"
"36825","ENSMUSG00000088577","Gm25456","snoRNA","Processed transcripts"
"36826","ENSMUSG00000050641","BC048562","protein_coding","Protein Coding Genes"
"36827","ENSMUSG00000032609","Klhdc8b","protein_coding","Protein Coding Genes"
"36828","ENSMUSG00000049305","Ccdc71","protein_coding","Protein Coding Genes"
"36829","ENSMUSG00000102152","Gm37475","TEC","To be Experimentally Confirmed"
"36830","ENSMUSG00000052911","Lamb2","protein_coding","Protein Coding Genes"
"36831","ENSMUSG00000006676","Usp19","protein_coding","Protein Coding Genes"
"36832","ENSMUSG00000032604","Qars","protein_coding","Protein Coding Genes"
"36833","ENSMUSG00000006673","Qrich1","protein_coding","Protein Coding Genes"
"36834","ENSMUSG00000103621","Gm38366","TEC","To be Experimentally Confirmed"
"36835","ENSMUSG00000103970","Gm37678","TEC","To be Experimentally Confirmed"
"36836","ENSMUSG00000062867","Impdh2","protein_coding","Protein Coding Genes"
"36837","ENSMUSG00000070283","Ndufaf3","protein_coding","Protein Coding Genes"
"36838","ENSMUSG00000103103","4833445I07Rik","lincRNA","Processed transcripts"
"36839","ENSMUSG00000092915","Gm24083","miRNA","Processed transcripts"
"36840","ENSMUSG00000105497","Mir191","miRNA","Processed transcripts"
"36841","ENSMUSG00000065579","Mir425","miRNA","Processed transcripts"
"36842","ENSMUSG00000019039","Dalrd3","protein_coding","Protein Coding Genes"
"36843","ENSMUSG00000066357","Wdr6","protein_coding","Protein Coding Genes"
"36844","ENSMUSG00000006675","P4htm","protein_coding","Protein Coding Genes"
"36845","ENSMUSG00000102770","Gm38163","sense_intronic","Processed transcripts"
"36846","ENSMUSG00000115688","Gm49209","unitary_pseudogene","Pseudogenes"
"36847","ENSMUSG00000064145","Arih2","protein_coding","Protein Coding Genes"
"36848","ENSMUSG00000095798","Gm26298","miRNA","Processed transcripts"
"36849","ENSMUSG00000032602","Slc25a20","protein_coding","Protein Coding Genes"
"36850","ENSMUSG00000032601","Prkar2a","protein_coding","Protein Coding Genes"
"36851","ENSMUSG00000065674","Gm24259","snRNA","Processed transcripts"
"36852","ENSMUSG00000032599","Ip6k2","protein_coding","Protein Coding Genes"
"36853","ENSMUSG00000088626","Gm23034","snoRNA","Processed transcripts"
"36854","ENSMUSG00000032598","Nckipsd","protein_coding","Protein Coding Genes"
"36855","ENSMUSG00000103785","Gm35025","processed_transcript","Processed transcripts"
"36856","ENSMUSG00000102244","Gm37714","TEC","To be Experimentally Confirmed"
"36857","ENSMUSG00000023473","Celsr3","protein_coding","Protein Coding Genes"
"36858","ENSMUSG00000093067","Gm23156","miRNA","Processed transcripts"
"36859","ENSMUSG00000023259","Slc26a6","protein_coding","Protein Coding Genes"
"36860","ENSMUSG00000025652","Tmem89","protein_coding","Protein Coding Genes"
"36861","ENSMUSG00000025651","Uqcrc1","protein_coding","Protein Coding Genes"
"36862","ENSMUSG00000103754","Gm37284","TEC","To be Experimentally Confirmed"
"36863","ENSMUSG00000025650","Col7a1","protein_coding","Protein Coding Genes"
"36864","ENSMUSG00000076142","Mir711","miRNA","Processed transcripts"
"36865","ENSMUSG00000049699","Ucn2","protein_coding","Protein Coding Genes"
"36866","ENSMUSG00000103811","Gm38004","lincRNA","Processed transcripts"
"36867","ENSMUSG00000025648","Pfkfb4","protein_coding","Protein Coding Genes"
"36868","ENSMUSG00000025647","Shisa5","protein_coding","Protein Coding Genes"
"36869","ENSMUSG00000049734","Trex1","protein_coding","Protein Coding Genes"
"36870","ENSMUSG00000025646","Atrip","protein_coding","Protein Coding Genes"
"36871","ENSMUSG00000091537","Tma7","protein_coding","Protein Coding Genes"
"36872","ENSMUSG00000025645","Ccdc51","protein_coding","Protein Coding Genes"
"36873","ENSMUSG00000025644","Gm7628","antisense","Processed transcripts"
"36874","ENSMUSG00000053646","Plxnb1","protein_coding","Protein Coding Genes"
"36875","ENSMUSG00000047237","Fbxw21","protein_coding","Protein Coding Genes"
"36876","ENSMUSG00000049314","Fbxw13","protein_coding","Protein Coding Genes"
"36877","ENSMUSG00000061701","Fbxw20","protein_coding","Protein Coding Genes"
"36878","ENSMUSG00000105589","Fbxw14","protein_coding","Protein Coding Genes"
"36879","ENSMUSG00000094717","Gm22821","snRNA","Processed transcripts"
"36880","ENSMUSG00000054087","Fbxw28","protein_coding","Protein Coding Genes"
"36881","ENSMUSG00000096412","Gm25484","snRNA","Processed transcripts"
"36882","ENSMUSG00000096786","Gm24641","snRNA","Processed transcripts"
"36883","ENSMUSG00000070324","Fbxw22","protein_coding","Protein Coding Genes"
"36884","ENSMUSG00000074062","Fbxw16","protein_coding","Protein Coding Genes"
"36885","ENSMUSG00000105162","Gm42494","TEC","To be Experimentally Confirmed"
"36886","ENSMUSG00000106134","Gm42493","antisense","Processed transcripts"
"36887","ENSMUSG00000074061","Fbxw19","protein_coding","Protein Coding Genes"
"36888","ENSMUSG00000104572","Fbxw23","transcribed_unprocessed_pseudogene","Pseudogenes"
"36889","ENSMUSG00000104674","Gm42756","antisense","Processed transcripts"
"36890","ENSMUSG00000105948","Gm43089","processed_pseudogene","Pseudogenes"
"36891","ENSMUSG00000074060","Fbxw15","protein_coding","Protein Coding Genes"
"36892","ENSMUSG00000106495","Gm42755","TEC","To be Experimentally Confirmed"
"36893","ENSMUSG00000062275","Fbxw24","protein_coding","Protein Coding Genes"
"36894","ENSMUSG00000094992","Fbxw25","protein_coding","Protein Coding Genes"
"36895","ENSMUSG00000074059","Fbxw18","protein_coding","Protein Coding Genes"
"36896","ENSMUSG00000104567","Gm43209","TEC","To be Experimentally Confirmed"
"36897","ENSMUSG00000059547","Fbxw26","protein_coding","Protein Coding Genes"
"36898","ENSMUSG00000104614","Fbxw27","protein_coding","Protein Coding Genes"
"36899","ENSMUSG00000050074","Spink8","protein_coding","Protein Coding Genes"
"36900","ENSMUSG00000070282","3000002C10Rik","transcribed_processed_pseudogene","Pseudogenes"
"36901","ENSMUSG00000032478","Nme6","protein_coding","Protein Coding Genes"
"36902","ENSMUSG00000038357","Camp","protein_coding","Protein Coding Genes"
"36903","ENSMUSG00000032477","Cdc25a","protein_coding","Protein Coding Genes"
"36904","ENSMUSG00000098490","Mir7089","miRNA","Processed transcripts"
"36905","ENSMUSG00000105191","Gm4644","processed_pseudogene","Pseudogenes"
"36906","ENSMUSG00000032479","Map4","protein_coding","Protein Coding Genes"
"36907","ENSMUSG00000106208","Gm4734","processed_pseudogene","Pseudogenes"
"36908","ENSMUSG00000105856","Gm43732","antisense","Processed transcripts"
"36909","ENSMUSG00000105230","Gm42433","TEC","To be Experimentally Confirmed"
"36910","ENSMUSG00000105962","Gm42432","TEC","To be Experimentally Confirmed"
"36911","ENSMUSG00000032480","Dhx30","protein_coding","Protein Coding Genes"
"36912","ENSMUSG00000098956","Gm27855","misc_RNA","Processed transcripts"
"36913","ENSMUSG00000032481","Smarcc1","protein_coding","Protein Coding Genes"
"36914","ENSMUSG00000105187","Gm23377","snoRNA","Processed transcripts"
"36915","ENSMUSG00000064877","Gm23377","snoRNA","Processed transcripts"
"36916","ENSMUSG00000032482","Cspg5","protein_coding","Protein Coding Genes"
"36917","ENSMUSG00000104988","Gm43622","TEC","To be Experimentally Confirmed"
"36918","ENSMUSG00000098973","Mir6236","miRNA","Processed transcripts"
"36919","ENSMUSG00000105484","Gm42775","lincRNA","Processed transcripts"
"36920","ENSMUSG00000054836","Elp6","protein_coding","Protein Coding Genes"
"36921","ENSMUSG00000106123","Gm42638","TEC","To be Experimentally Confirmed"
"36922","ENSMUSG00000032485","Scap","protein_coding","Protein Coding Genes"
"36923","ENSMUSG00000091102","5830462I19Rik","TEC","To be Experimentally Confirmed"
"36924","ENSMUSG00000036057","Ptpn23","protein_coding","Protein Coding Genes"
"36925","ENSMUSG00000032484","Ngp","protein_coding","Protein Coding Genes"
"36926","ENSMUSG00000054792","Klhl18","protein_coding","Protein Coding Genes"
"36927","ENSMUSG00000032489","Kif9","protein_coding","Protein Coding Genes"
"36928","ENSMUSG00000044791","Setd2","protein_coding","Protein Coding Genes"
"36929","ENSMUSG00000104983","Gm42763","TEC","To be Experimentally Confirmed"
"36930","ENSMUSG00000032491","Nradd","protein_coding","Protein Coding Genes"
"36931","ENSMUSG00000056724","Nbeal2","protein_coding","Protein Coding Genes"
"36932","ENSMUSG00000099275","Mir8107","miRNA","Processed transcripts"
"36933","ENSMUSG00000105127","Gm42470","lincRNA","Processed transcripts"
"36934","ENSMUSG00000019659","Ccdc12","protein_coding","Protein Coding Genes"
"36935","ENSMUSG00000104945","Gm35715","antisense","Processed transcripts"
"36936","ENSMUSG00000032492","Pth1r","protein_coding","Protein Coding Genes"
"36937","ENSMUSG00000059741","Myl3","protein_coding","Protein Coding Genes"
"36938","ENSMUSG00000044664","Prss42","protein_coding","Protein Coding Genes"
"36939","ENSMUSG00000032493","Prss44","protein_coding","Protein Coding Genes"
"36940","ENSMUSG00000058398","Prss43","protein_coding","Protein Coding Genes"
"36941","ENSMUSG00000047257","Prss45","protein_coding","Protein Coding Genes"
"36942","ENSMUSG00000049719","Prss46","protein_coding","Protein Coding Genes"
"36943","ENSMUSG00000048752","Prss50","protein_coding","Protein Coding Genes"
"36944","ENSMUSG00000049555","Tmie","protein_coding","Protein Coding Genes"
"36945","ENSMUSG00000044037","Als2cl","protein_coding","Protein Coding Genes"
"36946","ENSMUSG00000105140","Gm43127","TEC","To be Experimentally Confirmed"
"36947","ENSMUSG00000096393","Fam240a","protein_coding","Protein Coding Genes"
"36948","ENSMUSG00000096245","Gm24269","miRNA","Processed transcripts"
"36949","ENSMUSG00000032494","Tdgf1","protein_coding","Protein Coding Genes"
"36950","ENSMUSG00000032495","Lrrc2","protein_coding","Protein Coding Genes"
"36951","ENSMUSG00000106234","Gm43535","TEC","To be Experimentally Confirmed"
"36952","ENSMUSG00000066319","Rtp3","protein_coding","Protein Coding Genes"
"36953","ENSMUSG00000102060","1700061E17Rik","antisense","Processed transcripts"
"36954","ENSMUSG00000057802","Gm10030","processed_transcript","Processed transcripts"
"36955","ENSMUSG00000032496","Ltf","protein_coding","Protein Coding Genes"
"36956","ENSMUSG00000104654","Gm43814","TEC","To be Experimentally Confirmed"
"36957","ENSMUSG00000043953","Ccrl2","protein_coding","Protein Coding Genes"
"36958","ENSMUSG00000097529","Rp31-ps19","processed_pseudogene","Pseudogenes"
"36959","ENSMUSG00000088296","Gm26409","snRNA","Processed transcripts"
"36960","ENSMUSG00000032497","Lrrfip2","protein_coding","Protein Coding Genes"
"36961","ENSMUSG00000032498","Mlh1","protein_coding","Protein Coding Genes"
"36962","ENSMUSG00000089082","Gm24860","misc_RNA","Processed transcripts"
"36963","ENSMUSG00000046785","Epm2aip1","protein_coding","Protein Coding Genes"
"36964","ENSMUSG00000062296","Trank1","protein_coding","Protein Coding Genes"
"36965","ENSMUSG00000105592","Gm42527","TEC","To be Experimentally Confirmed"
"36966","ENSMUSG00000032500","Dclk3","protein_coding","Protein Coding Genes"
"36967","ENSMUSG00000106647","Gm42523","lincRNA","Processed transcripts"
"36968","ENSMUSG00000106232","Gm43236","antisense","Processed transcripts"
"36969","ENSMUSG00000032502","Stac","protein_coding","Protein Coding Genes"
"36970","ENSMUSG00000077156","n-R5s90","rRNA","Processed transcripts"
"36971","ENSMUSG00000111054","4930545L08Rik","lincRNA","Processed transcripts"
"36972","ENSMUSG00000032503","Arpp21","protein_coding","Protein Coding Genes"
"36973","ENSMUSG00000065441","Mir128-2","miRNA","Processed transcripts"
"36974","ENSMUSG00000089718","2310075C17Rik","lincRNA","Processed transcripts"
"36975","ENSMUSG00000087038","2900079G21Rik","lincRNA","Processed transcripts"
"36976","ENSMUSG00000110876","4933411E02Rik","lincRNA","Processed transcripts"
"36977","ENSMUSG00000098345","Gm27847","miRNA","Processed transcripts"
"36978","ENSMUSG00000096353","Gm24957","snoRNA","Processed transcripts"
"36979","ENSMUSG00000110996","Gm36251","lincRNA","Processed transcripts"
"36980","ENSMUSG00000111235","Gm4657","lincRNA","Processed transcripts"
"36981","ENSMUSG00000111022","Gm36367","lincRNA","Processed transcripts"
"36982","ENSMUSG00000110784","Gm39436","lincRNA","Processed transcripts"
"36983","ENSMUSG00000087817","Gm22492","misc_RNA","Processed transcripts"
"36984","ENSMUSG00000111532","Gm36485","lincRNA","Processed transcripts"
"36985","ENSMUSG00000111199","Gm47875","lincRNA","Processed transcripts"
"36986","ENSMUSG00000109890","AU023762","lincRNA","Processed transcripts"
"36987","ENSMUSG00000111388","Gm7183","processed_pseudogene","Pseudogenes"
"36988","ENSMUSG00000111364","Gm36745","lincRNA","Processed transcripts"
"36989","ENSMUSG00000032504","Pdcd6ip","protein_coding","Protein Coding Genes"
"36990","ENSMUSG00000033392","Clasp2","protein_coding","Protein Coding Genes"
"36991","ENSMUSG00000087992","Gm25059","snoRNA","Processed transcripts"
"36992","ENSMUSG00000009741","Ubp1","protein_coding","Protein Coding Genes"
"36993","ENSMUSG00000032507","Fbxl2","protein_coding","Protein Coding Genes"
"36994","ENSMUSG00000111793","Gm47950","antisense","Processed transcripts"
"36995","ENSMUSG00000086596","Susd5","protein_coding","Protein Coding Genes"
"36996","ENSMUSG00000111734","Gm29825","lincRNA","Processed transcripts"
"36997","ENSMUSG00000064299","4921528I07Rik","processed_transcript","Processed transcripts"
"36998","ENSMUSG00000053820","Bcl2a1c","protein_coding","Protein Coding Genes"
"36999","ENSMUSG00000074039","4930520O04Rik","processed_transcript","Processed transcripts"
"37000","ENSMUSG00000032431","Crtap","protein_coding","Protein Coding Genes"
"37001","ENSMUSG00000045594","Glb1","protein_coding","Protein Coding Genes"
"37002","ENSMUSG00000079260","Tmppe","protein_coding","Protein Coding Genes"
"37003","ENSMUSG00000047898","Ccr4","protein_coding","Protein Coding Genes"
"37004","ENSMUSG00000079259","Trim71","protein_coding","Protein Coding Genes"
"37005","ENSMUSG00000097821","C130032M10Rik","protein_coding","Protein Coding Genes"
"37006","ENSMUSG00000056167","Cnot10","protein_coding","Protein Coding Genes"
"37007","ENSMUSG00000087925","Gm23232","snRNA","Processed transcripts"
"37008","ENSMUSG00000111744","Gm7780","processed_pseudogene","Pseudogenes"
"37009","ENSMUSG00000032435","Dync1li1","protein_coding","Protein Coding Genes"
"37010","ENSMUSG00000032434","Cmtm6","protein_coding","Protein Coding Genes"
"37011","ENSMUSG00000032436","Cmtm7","protein_coding","Protein Coding Genes"
"37012","ENSMUSG00000052724","Gm9888","antisense","Processed transcripts"
"37013","ENSMUSG00000041012","Cmtm8","protein_coding","Protein Coding Genes"
"37014","ENSMUSG00000084638","Gm23889","snRNA","Processed transcripts"
"37015","ENSMUSG00000050627","Gpd1l","protein_coding","Protein Coding Genes"
"37016","ENSMUSG00000040875","Osbpl10","protein_coding","Protein Coding Genes"
"37017","ENSMUSG00000050621","Rps27rt","protein_coding","Protein Coding Genes"
"37018","ENSMUSG00000098127","Gm4665","antisense","Processed transcripts"
"37019","ENSMUSG00000098191","Gm26962","antisense","Processed transcripts"
"37020","ENSMUSG00000097967","Gm27002","sense_intronic","Processed transcripts"
"37021","ENSMUSG00000032437","Stt3b","protein_coding","Protein Coding Genes"
"37022","ENSMUSG00000111564","Stmn1-rs1","processed_pseudogene","Pseudogenes"
"37023","ENSMUSG00000080409","Mir467h","miRNA","Processed transcripts"
"37024","ENSMUSG00000080495","Gm26303","miRNA","Processed transcripts"
"37025","ENSMUSG00000080636","Gm25510","miRNA","Processed transcripts"
"37026","ENSMUSG00000111530","Gm9487","processed_pseudogene","Pseudogenes"
"37027","ENSMUSG00000095467","Gm22243","miRNA","Processed transcripts"
"37028","ENSMUSG00000074034","Gm5921","processed_pseudogene","Pseudogenes"
"37029","ENSMUSG00000094630","n-R5s92","rRNA","Processed transcripts"
"37030","ENSMUSG00000111398","D330037F02Rik","processed_transcript","Processed transcripts"
"37031","ENSMUSG00000110905","Gm48007","lincRNA","Processed transcripts"
"37032","ENSMUSG00000056880","Gadl1","protein_coding","Protein Coding Genes"
"37033","ENSMUSG00000087469","Gm16142","antisense","Processed transcripts"
"37034","ENSMUSG00000080848","Gm9385","processed_pseudogene","Pseudogenes"
"37035","ENSMUSG00000032440","Tgfbr2","protein_coding","Protein Coding Genes"
"37036","ENSMUSG00000111243","Gm4668","lincRNA","Processed transcripts"
"37037","ENSMUSG00000111729","Gm48038","lincRNA","Processed transcripts"
